x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-0.495395472291164,0.410697992309262,1.10449341213993,-0.297424743157848,-0.486687972841146,-0.155162719988025,-0.406825988823333,-0.575216950813136,-0.487438685948433,0.914202557013871,23.3097020596467
0.00609499221423964,0.193954983899675,-0.845075908845071,0.487440934969854,0.907847374735855,-0.437437354039841,0.366755695182908,-1.59896094654197,-0.735965155559192,-0.563190439070973,29.6291779649283
-0.871821570742038,0.306506924191573,0.158435497897595,0.0235287370092284,0.67113406766112,-0.0610630678091736,-0.522924926181286,-0.221992259341433,0.194560325283912,0.294548270514156,12.676856322687
0.624498257592795,-0.323382114260023,-0.973986839470536,0.303195413364508,0.302459823202087,0.0133347958145337,0.534607959512323,0.0535148168399125,0.064265430379663,-0.829647144973717,8.86881904795442
0.547312521260477,-0.240722930353004,-0.365867346992234,0.0749026145626379,-0.186685908649539,0.0510502420922202,0.366638280613011,0.187878201697824,-0.00843052385187929,-0.378924957518874,9.67072311738735
-1.0073068954771,0.306893061902456,-0.115653332931668,0.131757567143553,1.0419057306698,-0.0657545914031297,-0.556415048783176,-0.236737736525767,0.330693200171869,0.123860388995911,10.8102468292058
-0.135246518841814,-0.215454580572292,-0.479122200885735,0.073103330015769,0.464558814344394,0.2497203690382,-0.127382054018241,0.919986566416664,0.783632876875645,-0.347396517196594,-3.36211511721656
-0.386343964168094,0.297107331399121,1.19678873843669,-0.393806213716363,-0.71567461087836,-0.0219879599458141,-0.42370391532202,-0.0876740584159054,-0.25992176716501,0.944359919018152,15.8960119114317
-0.131008954416914,-0.122181764422845,-1.07080214778514,0.389590858039332,1.07961472619457,0.00170153611710152,0.0999433858240234,0.014232038927665,0.401771232359605,-0.748229972546665,6.04336505227524
-0.327109587305597,0.310016600089377,0.683928113625258,-0.15366291075593,-0.258573361535698,-0.164757200624334,-0.229525416719048,-0.60809373570062,-0.4501198806372,0.577812395313992,22.1667265728191
0.668618897124796,-0.0895612313040511,0.0593907912975214,-0.0132376426497402,-0.619447493167112,-0.116176754189858,0.452991869384422,-0.429043144920405,-0.579912796363116,-0.0769084693549725,20.6594980418886
0.316814293409102,-0.145155308070372,-0.730054216388562,0.269189059675779,0.391163753959761,-0.0664564965703902,0.347855297150814,-0.239776920829537,-0.0600758857588987,-0.583266053689511,12.8559397146442
-0.181956727893421,0.00031533859638747,-0.110478304038957,0.0312800322639303,0.248262590253931,0.0456859459929644,-0.114548458428868,0.169022681991203,0.219972597771102,-0.0488190378360779,8.50835684034081
0.143885147234532,-0.306868425050415,-0.150537952780076,-0.0983028348783941,-0.114477781063975,0.336162770925302,-0.0575294954292499,1.23377638471471,0.754033195995571,-0.174992831125217,-4.34508654207553
0.0531937639874822,-0.126840252679198,-1.04757523782893,0.394582550226969,0.912032825744644,-0.0563528681022001,0.236759153542235,-0.199609291560528,0.180170933966852,-0.761544872512072,9.57061320707112
0.996460675920198,-0.739318292495013,-0.808759708969952,0.0239404648994422,-0.347637462868435,0.476681720941432,0.497671236560706,1.75080902331861,0.908542745611229,-0.835889914676635,-12.0018646443468
1.94842698240866,-0.737007536746009,-0.500602880780889,-0.0181095511186586,-1.38322436924808,0.178309420617941,1.17218925581265,0.650586427999622,-0.292548612817974,-0.768916430220867,8.01922134312625
0.739033139506211,0.00583016373913,0.494800600928074,-0.143304230058379,-1.04958125418511,-0.185903362626874,0.457613900422968,-0.688159365831226,-0.908913475224494,0.231632654727684,26.608399914967
-0.313420858802039,-0.0102043410747996,-0.161616800860435,0.0349223828125128,0.394685605998301,0.0991235617805987,-0.212409714092333,0.365922394820036,0.416596975795588,-0.0656692887149293,5.19693034202916
-1.50062093876862,0.4486322426006,-0.285687453839597,0.241430079627918,1.6578650667244,-0.108941536238349,-0.804274700350906,-0.392302668539827,0.503452879338286,0.103789083739151,10.1706499917715
